year,player,career_hr
1992,Mel Hall,58
1992,Tony Gwynn,57
1992,Candy Maldonado,54
1992,Barry Larkin,51
1992,Steve Sax,51
1992,Greg Vaughn,50
1992,Willie McGee,50
1993,Dave Winfield,450
1993,Eddie Murray,441
1993,Frank Thomas,340
1993,George Brett,302
1993,Cal Ripken,297
1993,Joe Carter,262
1993,Robin Yount,248
1993,Chili Davis,212
1993,Tim Wallach,211
1993,Fred McGriff,208
1993,Barry Bonds,206
1993,Don Mattingly,200
1993,Danny Tartabull,190
1993,Rickey Henderson,187
1993,Rob Deer,183
1993,Bobby Bonilla,166
1993,Will Clark,165
1993,Kirby Puckett,164
1993,Ruben Sierra,162
1993,Cecil Fielder,160
1993,Paul Molitor,159
1993,Eric Davis,141
1993,Ron Gant,136
1993,Ken Griffey Jr.,132
1993,Wally Joyner,130
1993,Matt Williams,125
1993,Juan Gonzalez,116
1993,Rafael Palmeiro,115
1993,Mickey Tettleton,110
1993,Andres Galarraga,107
1993,Julio Franco,98
1993,Devon White,96
1993,Steve Buechele,96
1993,Paul O'Neill,94
1993,Robby Thompson,94
1993,Terry Pendleton,91
1993,Ellis Burks,90
1993,David Justice,89
1993,Cory Snyder,88
1993,Chris Sabo,83
1993,Wade Boggs,82
1993,Greg Vaughn,80
1993,Albert Belle,72
1993,John Kruk,72
1993,Mike Greenwell,72
1993,Robin Ventura,66
1993,Tony Gwynn,64
1993,Darren Daulton,63
1993,Gary Sheffield,63
1993,Travis Fryman,63
1993,Gregg Jefferies,62
1993,Larry Walker,61
1993,Mark Grace,60
1993,Dean Palmer,59
1993,Benito Santiago,58
1993,John Olerud,57
1993,Mike Devereaux,57
1993,Roberto Alomar,56
1993,Tony Phillips,55
1993,Willie McGee,54
1993,Charlie Hayes,53
1993,Jeff Bagwell,53
1993,Ken Caminiti,53
1993,Carlos Baerga,52
1993,Jay Buhner,52
1993,Todd Zeile,50
1993,Tony Fernandez,50
1994,Eddie Murray,458
1994,Frank Thomas,378
1994,Cal Ripken,310
1994,Joe Carter,289
1994,Jose Canseco,244
1994,Barry Bonds,243
1994,Fred McGriff,242
1994,Chili Davis,238
1994,Tim Wallach,234
1994,Harold Baines,231
1994,Danny Tartabull,209
1994,Lou Whitaker,209
1994,Don Mattingly,206
1994,Rickey Henderson,193
1994,Cecil Fielder,188
1994,Bobby Bonilla,186
1994,Ruben Sierra,185
1994,Kirby Puckett,184
1994,Will Clark,178
1994,Paul Molitor,173
1994,Ken Griffey Jr.,172
1994,Kirk Gibson,172
1994,Matt Williams,168
1994,Kevin Mitchell,153
1994,Andres Galarraga,138
1994,Rafael Palmeiro,138
1994,Wally Joyner,138
1994,Juan Gonzalez,135
1994,Mickey Tettleton,127
1994,Julio Franco,118
1994,Paul O'Neill,115
1994,Steve Buechele,110
1994,Andy Van Slyke,109
1994,Devon White,109
1994,Albert Belle,108
1994,David Justice,108
1994,Tim Raines,106
1994,Greg Vaughn,99
1994,Wade Boggs,93
1994,Jeff Bagwell,92
1994,Gary Sheffield,90
1994,Robin Ventura,84
1994,Mike Greenwell,83
1994,Travis Fryman,81
1994,Larry Walker,80
1994,Dean Palmer,78
1994,Tony Gwynn,76
1994,Shawon Dunston,75
1994,Gregg Jefferies,74
1994,Tony Phillips,74
1994,Jay Buhner,73
1994,Sammy Sosa,73
1994,Carlos Baerga,71
1994,Ken Caminiti,71
1994,Benito Santiago,69
1994,John Olerud,69
1994,Todd Zeile,69
1994,Mark Grace,66
1994,Roberto Alomar,64
1994,Charlie Hayes,63
1994,Barry Larkin,60
1994,Mike Piazza,59
1994,Tony Fernandez,58
1994,Eric Karros,57
1994,Edgar Martinez,56
1994,Mo Vaughn,55
1994,Craig Biggio,54
1994,Roberto Kelly,54
1994,Tim Salmon,54
1994,Brett Butler,53
1994,Phil Plantier,52
1994,Jay Bell,50
1994,Marquis Grissom,50
1994,Paul Sorrento,50
1995,Eddie Murray,479
1995,Frank Thomas,418
1995,Cal Ripken,327
1995,Joe Carter,314
1995,Barry Bonds,276
1995,Fred McGriff,269
1995,Jose Canseco,268
1995,Chili Davis,258
1995,Harold Baines,255
1995,Gary Gaetti,252
1995,Cecil Fielder,219
1995,Bobby Bonilla,214
1995,Don Mattingly,213
1995,Kirby Puckett,207
1995,Ruben Sierra,204
1995,Rickey Henderson,202
1995,Will Clark,194
1995,Paul Molitor,188
1995,Rafael Palmeiro,177
1995,Andres Galarraga,169
1995,Ron Gant,165
1995,Mickey Tettleton,159
1995,Albert Belle,158
1995,Wally Joyner,150
1995,Paul O'Neill,137
1995,David Justice,132
1995,Devon White,119
1995,Tim Raines,118
1995,Greg Vaughn,116
1995,Larry Walker,116
1995,Jay Buhner,113
1995,Jeff Bagwell,113
1995,Robin Ventura,110
1995,Sammy Sosa,109
1995,Terry Pendleton,105
1995,Tony Phillips,101
1995,Mike Greenwell,98
1995,Wade Boggs,98
1995,Ken Caminiti,97
1995,Travis Fryman,96
1995,Mo Vaughn,94
1995,Mike Piazza,91
1995,Eric Karros,89
1995,Shawon Dunston,89
1995,Dante Bichette,88
1995,Tim Salmon,88
1995,Carlos Baerga,86
1995,Edgar Martinez,85
1995,Gregg Jefferies,85
1995,Tony Gwynn,85
1995,Todd Zeile,83
1995,Mark Grace,82
1995,John Olerud,77
1995,Roberto Alomar,77
1995,Craig Biggio,76
1995,Barry Larkin,75
1995,Charlie Hayes,74
1995,Ray Lankford,73
1995,Tino Martinez,67
1995,Reggie Sanders,65
1995,Jay Bell,63
1995,Brady Anderson,62
1995,Marquis Grissom,62
1995,Roberto Kelly,61
1995,Jeff Conine,55
1995,Jeff Kent,55
1995,Brett Butler,54
1996,Eddie Murray,501
1996,Frank Thomas,458
1996,Cal Ripken,353
1996,Joe Carter,344
1996,Barry Bonds,318
1996,Fred McGriff,297
1996,Chili Davis,286
1996,Harold Baines,277
1996,Gary Gaetti,275
1996,Mark McGwire,269
1996,Cecil Fielder,258
1996,Ryne Sandberg,256
1996,Bobby Bonilla,242
1996,Danny Tartabull,236
1996,Ken Griffey Jr.,221
1996,Andres Galarraga,216
1996,Rafael Palmeiro,216
1996,Ruben Sierra,216
1996,Rickey Henderson,211
1996,Will Clark,207
1996,Albert Belle,206
1996,Paul Molitor,197
1996,Mickey Tettleton,183
1996,Juan Gonzalez,182
1996,Wally Joyner,158
1996,Greg Vaughn,157
1996,Jay Buhner,157
1996,Paul O'Neill,156
1996,Sammy Sosa,149
1996,Jeff Bagwell,144
1996,Robin Ventura,144
1996,Mo Vaughn,138
1996,Ken Caminiti,137
1996,Devon White,136
1996,Gary Sheffield,132
1996,Julio Franco,132
1996,Ellis Burks,130
1996,Mike Piazza,127
1996,Eric Karros,123
1996,Dante Bichette,119
1996,Tim Salmon,118
1996,Travis Fryman,118
1996,Dean Palmer,116
1996,Terry Pendleton,116
1996,Tony Phillips,113
1996,Brady Anderson,112
1996,Edgar Martinez,111
1996,Barry Larkin,108
1996,Todd Zeile,108
1996,Wade Boggs,100
1996,Benito Santiago,99
1996,Roberto Alomar,99
1996,Carlos Baerga,98
1996,Ray Lankford,94
1996,Tino Martinez,92
1996,Craig Biggio,91
1996,Mark Grace,91
1996,Charlie Hayes,86
1996,Marquis Grissom,85
1996,Jim Thome,83
1996,Jeff Conine,81
1996,Ed Sprague,77
1996,Jay Bell,76
1996,Jeff King,76
1996,Steve Finley,75
1996,Paul Sorrento,73
1996,Vinny Castilla,72
1996,Bernie Williams,71
1996,Geronimo Berroa,71
1996,Bernard Gilkey,69
1996,Raul Mondesi,66
1996,Luis Gonzalez,64
1996,Manny Ramirez,64
1996,B.J. Surhoff,61
1996,Dave Hollins,61
1996,Moises Alou,61
1996,Chad Curtis,60
1996,Derek Bell,60
1996,Brian McRae,57
1996,Ivan Rodriguez,57
1996,Chipper Jones,53
1996,John Jaha,53
1996,Kevin Seitzer,53
1996,John Valentin,51
1997,Frank Thomas,493
1997,Cal Ripken,370
1997,Joe Carter,365
1997,Barry Bonds,358
1997,Mark McGwire,327
1997,Fred McGriff,319
1997,Chili Davis,316
1997,Harold Baines,293
1997,Gary Gaetti,292
1997,Ken Griffey Jr.,277
1997,Bobby Bonilla,259
1997,Andres Galarraga,257
1997,Rafael Palmeiro,254
1997,Albert Belle,236
1997,Juan Gonzalez,224
1997,Rickey Henderson,219
1997,Paul Molitor,207
1997,Matt Williams,200
1997,Jay Buhner,197
1997,Jeff Bagwell,187
1997,Sammy Sosa,185
1997,Ron Gant,182
1997,Paul O'Neill,177
1997,Mo Vaughn,173
1997,Wally Joyner,171
1997,Mike Piazza,167
1997,David Justice,165
1997,Larry Walker,165
1997,Ken Caminiti,163
1997,Eric Karros,154
1997,Gary Sheffield,153
1997,Tim Salmon,151
1997,Dante Bichette,145
1997,Travis Fryman,140
1997,Dean Palmer,139
1997,Edgar Martinez,139
1997,Julio Franco,139
1997,Todd Zeile,139
1997,Tino Martinez,136
1997,Brady Anderson,130
1997,Ray Lankford,125
1997,Jim Thome,123
1997,Tony Phillips,121
1997,Craig Biggio,113
1997,Vinny Castilla,112
1997,Jeff King,104
1997,Mark Grace,104
1997,Paul Sorrento,104
1997,Shawon Dunston,103
1997,Steve Finley,103
1997,Tony Gwynn,102
1997,John Olerud,99
1997,Geronimo Berroa,97
1997,Jay Bell,97
1997,Marquis Grissom,97
1997,Gregg Jefferies,96
1997,Raul Mondesi,96
1997,Bernie Williams,92
1997,Ed Sprague,91
1997,Manny Ramirez,90
1997,Bernard Gilkey,87
1997,Jeff Kent,84
1997,Moises Alou,84
1997,B.J. Surhoff,79
1997,Dave Hollins,77
1997,Ivan Rodriguez,77
1997,Derek Bell,75
1997,Chipper Jones,74
1997,Luis Gonzalez,74
1997,Todd Hundley,71
1997,J.T. Snow,69
1997,John Valentin,69
1997,Brian McRae,68
1997,Bobby Higginson,67
1997,Henry Rodriguez,62
1997,Jeff Blauser,62
1997,Alex Rodriguez,59
1997,Jim Edmonds,59
1997,Greg Gagne,58
1997,Ryan Klesko,58
1997,Rusty Greer,57
1997,Carlos Delgado,55
1997,David Segui,53
1997,Wil Cordero,53
1998,Frank Thomas,522
1998,Mark McGwire,397
1998,Barry Bonds,395
1998,Cal Ripken,384
1998,Fred McGriff,338
1998,Ken Griffey Jr.,333
1998,Jose Canseco,314
1998,Andres Galarraga,301
1998,Rafael Palmeiro,297
1998,Albert Belle,285
1998,Juan Gonzalez,269
1998,Sammy Sosa,251
1998,Rickey Henderson,233
1998,Will Clark,230
1998,Jeff Bagwell,221
1998,Matt Williams,220
1998,Mo Vaughn,213
1998,Paul Molitor,211
1998,Greg Vaughn,207
1998,Paul O'Neill,201
1998,Mike Piazza,199
1998,Ken Caminiti,192
1998,Larry Walker,188
1998,David Justice,186
1998,Eric Karros,177
1998,Tim Salmon,177
1998,Gary Sheffield,175
1998,Dean Palmer,173
1998,Eric Davis,169
1998,Edgar Martinez,168
1998,Travis Fryman,168
1998,Dante Bichette,167
1998,Robin Ventura,165
1998,Tino Martinez,164
1998,Devon White,158
1998,Todd Zeile,158
1998,Vinny Castilla,158
1998,Ray Lankford,156
1998,Jim Thome,153
1998,Ellis Burks,151
1998,Brady Anderson,148
1998,Manny Ramirez,135
1998,Craig Biggio,133
1998,Jeff King,128
1998,Raul Mondesi,126
1998,Barry Larkin,125
1998,Moises Alou,122
1998,John Olerud,121
1998,Mark Grace,121
1998,Bernie Williams,118
1998,Tony Gwynn,118
1998,Jay Bell,117
1998,Steve Finley,117
1998,Jeff Kent,115
1998,Roberto Alomar,113
1998,Ed Sprague,111
1998,Chipper Jones,108
1998,Marquis Grissom,107
1998,Carlos Baerga,105
1998,Gregg Jefferies,105
1998,Alex Rodriguez,101
1998,B.J. Surhoff,101
1998,Ivan Rodriguez,98
1998,Derek Bell,97
1998,Luis Gonzalez,97
1998,Carlos Delgado,93
1998,Bobby Higginson,92
1998,John Valentin,92
1998,Brian McRae,89
1998,Jim Edmonds,84
1998,Reggie Sanders,79
1998,Rusty Greer,73
1998,David Segui,72
1998,Chad Curtis,70
1998,Jason Giambi,67
1998,Tony Fernandez,67
1998,Tony Clark,66
1998,Jeromy Burnitz,65
1998,Nomar Garciaparra,65
1998,Brian Jordan,64
1998,Bret Boone,63
1998,Rico Brogna,62
1998,Mike Lansing,61
1998,Chuck Knoblauch,60
1998,Javy Lopez,57
1998,Kenny Lofton,56
1998,Troy O'Leary,53
1998,Scott Rolen,52
1999,Frank Thomas,537
1999,Mark McGwire,462
1999,Ken Griffey Jr.,381
1999,Fred McGriff,370
1999,Jose Canseco,348
1999,Rafael Palmeiro,344
1999,Chili Davis,335
1999,Albert Belle,322
1999,Sammy Sosa,314
1999,Juan Gonzalez,308
1999,Jeff Bagwell,263
1999,Matt Williams,255
1999,Greg Vaughn,252
1999,Mo Vaughn,246
1999,Rickey Henderson,245
1999,Mike Piazza,239
1999,Larry Walker,225
1999,Paul O'Neill,220
1999,Dean Palmer,211
1999,Eric Karros,211
1999,Gary Sheffield,209
1999,David Justice,207
1999,Dante Bichette,201
1999,Ron Gant,199
1999,Robin Ventura,197
1999,Edgar Martinez,192
1999,Tino Martinez,192
1999,Vinny Castilla,191
1999,Jim Thome,186
1999,Todd Zeile,182
1999,Manny Ramirez,179
1999,Brady Anderson,172
1999,Devon White,172
1999,Raul Mondesi,159
1999,Jay Bell,155
1999,Chipper Jones,153
1999,Steve Finley,151
1999,Craig Biggio,149
1999,Alex Rodriguez,143
1999,Bernie Williams,143
1999,John Olerud,140
1999,Jeff Kent,138
1999,Barry Larkin,137
1999,Carlos Delgado,137
1999,Mark Grace,137
1999,Roberto Alomar,137
1999,Ed Sprague,133
1999,Ivan Rodriguez,133
1999,B.J. Surhoff,129
1999,Marquis Grissom,127
1999,Luis Gonzalez,123
1999,Derek Bell,109
1999,Reggie Sanders,105
1999,John Valentin,104
1999,Jason Giambi,100
1999,Jeromy Burnitz,98
1999,Tony Clark,97
1999,J.T. Snow,93
1999,Rusty Greer,93
1999,Nomar Garciaparra,92
1999,Henry Rodriguez,88
1999,John Jaha,88
1999,Brian Jordan,87
1999,Rico Brogna,86
1999,Bret Boone,83
1999,Troy O'Leary,81
1999,Vladimir Guerrero,80
1999,Chuck Knoblauch,78
1999,Shawn Green,77
1999,Al Martin,73
1999,Tony Fernandez,73
1999,Damion Easley,69
1999,Mike Stanley,66
1999,Matt Stairs,64
1999,Derek Jeter,63
1999,Kenny Lofton,63
1999,Rondell White,63
1999,Scott Brosius,61
1999,Ray Durham,60
1999,Todd Helton,60
1999,Kevin Young,59
1999,Andruw Jones,57
1999,Garret Anderson,56
1999,Edgardo Alfonzo,54
1999,Jeff Cirillo,54
1999,Royce Clayton,52
1999,Mike Bordick,51
1999,Mike Lieberthal,51
2000,Frank Thomas,580
2000,Barry Bonds,444
2000,Ken Griffey Jr.,421
2000,Fred McGriff,397
2000,Rafael Palmeiro,383
2000,Sammy Sosa,364
2000,Albert Belle,345
2000,Andres Galarraga,329
2000,Jeff Bagwell,310
2000,Mo Vaughn,282
2000,Greg Vaughn,280
2000,Mike Piazza,277
2000,Gary Sheffield,252
2000,Will Clark,251
2000,Rickey Henderson,249
2000,David Justice,248
2000,Eric Karros,242
2000,Dean Palmer,240
2000,Paul O'Neill,238
2000,Edgar Martinez,229
2000,Dante Bichette,224
2000,Jim Thome,223
2000,Robin Ventura,221
2000,Manny Ramirez,217
2000,Tim Salmon,211
2000,Tino Martinez,208
2000,Todd Zeile,204
2000,Brady Anderson,191
2000,Travis Fryman,190
2000,Chipper Jones,189
2000,Steve Finley,186
2000,Alex Rodriguez,184
2000,Carlos Delgado,178
2000,Bernie Williams,173
2000,Jay Bell,173
2000,Jeff Kent,171
2000,Roberto Alomar,156
2000,John Olerud,154
2000,Luis Gonzalez,154
2000,Moises Alou,152
2000,Mark Grace,148
2000,Jose Cruz,145
2000,B.J. Surhoff,143
2000,Jason Giambi,143
2000,Marquis Grissom,141
2000,Jeromy Burnitz,129
2000,Derek Bell,127
2000,Jim Edmonds,126
2000,Vladimir Guerrero,124
2000,Bobby Higginson,122
2000,Nomar Garciaparra,113
2000,J.T. Snow,112
2000,Brian Jordan,104
2000,Bret Boone,102
2000,Todd Helton,102
2000,Shawn Green,101
2000,Troy O'Leary,94
2000,Andruw Jones,93
2000,David Segui,91
2000,Garret Anderson,91
2000,Al Martin,88
2000,Matt Stairs,85
2000,Ryan Klesko,84
2000,Damion Easley,83
2000,Javy Lopez,81
2000,Edgardo Alfonzo,79
2000,Kevin Young,79
2000,Derek Jeter,78
2000,Kenny Lofton,78
2000,Scott Rolen,78
2000,Ray Durham,77
2000,Scott Brosius,77
2000,Magglio Ordonez,76
2000,Troy Glaus,76
2000,Brian Giles,74
2000,Carl Everett,74
2000,Ben Grieve,73
2000,Darin Erstad,73
2000,Mike Lansing,72
2000,Tony Batista,72
2000,Mike Bordick,71
2000,Wil Cordero,69
2000,Jose Valentin,66
2000,Royce Clayton,66
2000,Jeff Cirillo,65
2000,Bobby Abreu,62
2000,Johnny Damon,62
2000,Richie Sexson,61
2000,Jermaine Dye,60
2000,Ron Coomer,60
2000,Delino DeShields,59
2000,Preston Wilson,57
2000,Alex Gonzalez,56
2000,Miguel Tejada,51
2000,Mike Sweeney,51
2001,Barry Bonds,517
2001,Rafael Palmeiro,430
2001,Fred McGriff,428
2001,Sammy Sosa,428
2001,Cal Ripken,398
2001,Jeff Bagwell,349
2001,Juan Gonzalez,343
2001,Mike Piazza,313
2001,Greg Vaughn,304
2001,Gary Sheffield,288
2001,Jim Thome,272
2001,Larry Walker,263
2001,Paul O'Neill,259
2001,Manny Ramirez,258
2001,Edgar Martinez,252
2001,Robin Ventura,242
2001,Tino Martinez,242
2001,Alex Rodriguez,236
2001,Tim Salmon,228
2001,Chipper Jones,227
2001,Carlos Delgado,217
2001,Vinny Castilla,216
2001,Todd Zeile,214
2001,Luis Gonzalez,211
2001,Steve Finley,200
2001,Bernie Williams,199
2001,Jeff Kent,193
2001,Jay Bell,186
2001,Raul Mondesi,186
2001,Jason Giambi,181
2001,Ellis Burks,179
2001,Jose Cruz,179
2001,Moises Alou,179
2001,Roberto Alomar,176
2001,John Olerud,175
2001,Craig Biggio,169
2001,Jeromy Burnitz,163
2001,Mark Grace,163
2001,Vladimir Guerrero,158
2001,Jim Edmonds,156
2001,B.J. Surhoff,153
2001,Todd Helton,151
2001,Shawn Green,150
2001,Bobby Higginson,139
2001,Bret Boone,139
2001,Brian Jordan,129
2001,Andruw Jones,127
2001,Garret Anderson,119
2001,Troy Glaus,117
2001,Ryan Klesko,114
2001,Brian Giles,111
2001,Magglio Ordonez,107
2001,Richie Sexson,106
2001,Benito Santiago,105
2001,Scott Rolen,103
2001,Derek Jeter,99
2001,Ray Durham,97
2001,Tony Batista,97
2001,Edgardo Alfonzo,96
2001,Jeff Conine,95
2001,Damion Easley,94
2001,Jose Valentin,94
2001,Bobby Abreu,93
2001,Kevin Young,93
2001,Kenny Lofton,92
2001,Chuck Knoblauch,87
2001,Jermaine Dye,86
2001,Ben Grieve,84
2001,Alex Gonzalez,82
2001,Darin Erstad,82
2001,Jeff Cirillo,82
2001,Miguel Tejada,82
2001,Mike Sweeney,80
2001,Preston Wilson,80
2001,Rich Aurilia,79
2001,Paul Konerko,77
2001,Alex Gonzalez,73
2001,Phil Nevin,72
2001,Johnny Damon,71
2001,Jose Hernandez,67
2001,Derrek Lee,66
2001,Mike Cameron,65
2001,Carlos Lee,64
2001,Brad Fullmer,63
2001,Richard Hidalgo,63
2001,Matt Lawton,61
2001,Eric Chavez,58
2001,Sean Casey,58
2001,Cliff Floyd,57
2001,Shannon Stewart,56
2001,Dmitri Young,53
2001,Joe Randa,53
2001,Jose Vidro,51
2001,Jorge Posada,50
2002,Frank Thomas,608
2002,Barry Bonds,563
2002,Sammy Sosa,477
2002,Rafael Palmeiro,473
2002,Fred McGriff,458
2002,Jeff Bagwell,380
2002,Mike Piazza,346
2002,Jim Thome,324
2002,Gary Sheffield,313
2002,Mo Vaughn,308
2002,Alex Rodriguez,293
2002,Manny Ramirez,291
2002,Larry Walker,289
2002,Robin Ventura,269
2002,Tino Martinez,263
2002,Eric Karros,255
2002,Chipper Jones,253
2002,Carlos Delgado,250
2002,Tim Salmon,250
2002,Luis Gonzalez,239
2002,Todd Zeile,232
2002,Jeff Kent,230
2002,Vinny Castilla,228
2002,Steve Finley,225
2002,Jason Giambi,222
2002,Bernie Williams,218
2002,Raul Mondesi,212
2002,Ellis Burks,211
2002,John Olerud,197
2002,Jose Cruz,197
2002,Vladimir Guerrero,197
2002,Moises Alou,194
2002,Shawn Green,192
2002,Roberto Alomar,187
2002,Craig Biggio,184
2002,Jim Edmonds,184
2002,Jeromy Burnitz,182
2002,Todd Helton,181
2002,Bret Boone,163
2002,Andruw Jones,162
2002,Bobby Higginson,149
2002,Brian Giles,149
2002,Garret Anderson,148
2002,Brian Jordan,147
2002,Troy Glaus,147
2002,Magglio Ordonez,145
2002,Barry Larkin,144
2002,Ryan Klesko,143
2002,Nomar Garciaparra,137
2002,Richie Sexson,135
2002,Scott Rolen,134
2002,Reggie Sanders,128
2002,Tony Batista,128
2002,Benito Santiago,121
2002,Jose Valentin,119
2002,Derek Jeter,117
2002,Miguel Tejada,116
2002,Bobby Abreu,113
2002,Edgardo Alfonzo,112
2002,Ray Durham,112
2002,Jermaine Dye,110
2002,Kevin Young,109
2002,Mike Sweeney,104
2002,Paul Konerko,104
2002,Ben Grieve,103
2002,Kenny Lofton,103
2002,Preston Wilson,103
2002,Alex Gonzalez,100
2002,Rich Aurilia,94
2002,Derrek Lee,93
2002,Darin Erstad,92
2002,Eric Chavez,92
2002,Jose Hernandez,91
2002,Carlos Lee,90
2002,Mike Cameron,90
2002,Jeff Cirillo,88
2002,Cliff Floyd,85
2002,Johnny Damon,85
2002,Lance Berkman,76
2002,Carlos Beltran,75
2002,Albert Pujols,71
2002,Jorge Posada,70
2002,Jose Vidro,70
2002,Adrian Beltre,69
2002,David Bell,67
2002,Mike Lieberthal,66
2002,Shannon Stewart,66
2002,Joe Randa,64
2002,Mike Lowell,64
2002,Pat Burrell,64
2002,Trot Nixon,63
2002,Jacque Jones,60
2002,Marty Cordova,58
2002,Alfonso Soriano,57
2002,Juan Encarnacion,57
2002,Mark Grudzielanek,56
2002,Torii Hunter,56
2002,Edgar Renteria,55
2002,Travis Lee,55
2002,Aramis Ramirez,52
2002,Omar Vizquel,52
2002,Corey Koskie,50
2003,Frank Thomas,650
2003,Barry Bonds,608
2003,Sammy Sosa,517
2003,Rafael Palmeiro,511
2003,Jeff Bagwell,419
2003,Jim Thome,371
2003,Gary Sheffield,352
2003,Alex Rodriguez,340
2003,Manny Ramirez,328
2003,Larry Walker,305
2003,Carlos Delgado,292
2003,Chipper Jones,280
2003,Tino Martinez,278
2003,Edgar Martinez,276
2003,Tim Salmon,269
2003,Luis Gonzalez,265
2003,Jason Giambi,263
2003,Jeff Kent,252
2003,Vinny Castilla,250
2003,Steve Finley,247
2003,Raul Mondesi,236
2003,Bernie Williams,233
2003,Jim Edmonds,223
2003,Jose Cruz,217
2003,Moises Alou,216
2003,Todd Helton,214
2003,Jeromy Burnitz,213
2003,Shawn Green,211
2003,John Olerud,207
2003,Craig Biggio,199
2003,Andruw Jones,198
2003,Bret Boone,198
2003,Roberto Alomar,192
2003,Richie Sexson,180
2003,Garret Anderson,177
2003,Magglio Ordonez,174
2003,Brian Giles,169
2003,Nomar Garciaparra,165
2003,Bobby Higginson,163
2003,Scott Rolen,162
2003,Marquis Grissom,161
2003,Tony Batista,154
2003,Ivan Rodriguez,149
2003,Jose Valentin,147
2003,Miguel Tejada,143
2003,Preston Wilson,139
2003,Alex Gonzalez,138
2003,Bobby Abreu,133
2003,Derek Jeter,127
2003,Edgardo Alfonzo,125
2003,Derrek Lee,124
2003,Carlos Lee,121
2003,Eric Chavez,121
2003,Alex Gonzalez,118
2003,Jeff Conine,115
2003,Kenny Lofton,115
2003,Albert Pujols,114
2003,Mike Cameron,108
2003,Rich Aurilia,107
2003,Jose Hernandez,104
2003,Carl Everett,102
2003,Carlos Beltran,101
2003,Lance Berkman,101
2003,Jorge Posada,100
2003,Johnny Damon,97
2003,Mike Lowell,96
2003,Alfonso Soriano,95
2003,Adrian Beltre,92
2003,Richard Hidalgo,91
2003,Trot Nixon,91
2003,Jose Vidro,85
2003,Pat Burrell,85
2003,Rondell White,85
2003,Dmitri Young,82
2003,Torii Hunter,82
2003,Joe Randa,80
2003,Aramis Ramirez,79
2003,Mike Lieberthal,79
2003,Shannon Stewart,79
2003,Royce Clayton,77
2003,Jacque Jones,76
2003,Juan Encarnacion,76
2003,Travis Lee,74
2003,Sean Casey,72
2003,Edgar Renteria,68
2003,Jason Varitek,65
2003,Aaron Boone,64
2003,Corey Koskie,64
2003,Geoff Jenkins,62
2003,Terrence Long,60
2003,Eric Young,59
2003,Jose Guillen,59
2003,Mark Grudzielanek,59
2003,Todd Walker,59
2003,Vernon Wells,56
2003,Mark Kotsay,55
2003,Scott Spiezio,55
2003,Jason Kendall,53
2003,Jay Gibbons,51
2004,Barry Bonds,653
2004,Sammy Sosa,552
2004,Rafael Palmeiro,534
2004,Jeff Bagwell,446
2004,Jim Thome,413
2004,Gary Sheffield,388
2004,Alex Rodriguez,376
2004,Manny Ramirez,371
2004,Mike Piazza,366
2004,Carlos Delgado,324
2004,Chipper Jones,310
2004,Tino Martinez,301
2004,Edgar Martinez,288
2004,Vinny Castilla,285
2004,Steve Finley,283
2004,Jeff Kent,279
2004,Jim Edmonds,265
2004,Bernie Williams,255
2004,Moises Alou,255
2004,Jeromy Burnitz,250
2004,Todd Helton,246
2004,Shawn Green,239
2004,Jose Cruz,238
2004,Vladimir Guerrero,236
2004,Andruw Jones,227
2004,Craig Biggio,223
2004,Bret Boone,222
2004,Scott Rolen,196
2004,Brian Giles,192
2004,Tony Batista,186
2004,Marquis Grissom,183
2004,Jose Valentin,177
2004,Miguel Tejada,177
2004,Bobby Higginson,175
2004,Ivan Rodriguez,168
2004,Bobby Abreu,163
2004,Alex Gonzalez,161
2004,Albert Pujols,160
2004,Derrek Lee,156
2004,Carlos Lee,152
2004,Derek Jeter,150
2004,Eric Chavez,150
2004,Paul Konerko,145
2004,Adrian Beltre,140
2004,Carlos Beltran,139
2004,Mike Cameron,138
2004,Edgardo Alfonzo,136
2004,Jermaine Dye,133
2004,Lance Berkman,131
2004,Jeff Conine,129
2004,Ray Durham,129
2004,Alfonso Soriano,123
2004,Mike Lowell,123
2004,Jorge Posada,121
2004,Johnny Damon,117
2004,Richard Hidalgo,116
2004,Aramis Ramirez,115
2004,Pat Burrell,109
2004,Torii Hunter,105
2004,Javy Lopez,104
2004,Jacque Jones,100
2004,Darin Erstad,99
2004,Phil Nevin,98
2004,Mike Lieberthal,96
2004,Sean Casey,96
2004,Juan Encarnacion,92
2004,Geoff Jenkins,89
2004,Joe Randa,88
2004,Jose Guillen,86
2004,David Bell,85
2004,Royce Clayton,85
2004,Jason Varitek,83
2004,Matt Lawton,81
2004,Vernon Wells,79
2004,Edgar Renteria,78
2004,Adam Dunn,72
2004,David Ortiz,72
2004,Brad Wilkerson,71
2004,Mark Kotsay,70
2004,Mark Teixeira,64
2004,Aubrey Huff,63
2004,Hank Blalock,61
2004,Omar Vizquel,59
2004,Raul Ibanez,58
2004,Jason Kendall,56
2004,Paul Lo Duca,55
2004,Jay Payton,53
2004,Melvin Mora,53
2004,Shea Hillenbrand,53
2004,Eric Hinske,51
2005,Ken Griffey Jr.,456
2005,Alex Rodriguez,424
2005,Gary Sheffield,422
2005,Manny Ramirez,416
2005,Carlos Delgado,357
2005,Jeff Kent,308
2005,Vinny Castilla,297
2005,Jason Giambi,295
2005,Jim Edmonds,294
